danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960,2
0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,2
0.852,0.464,-10.591,0.537,0.292,0.0,0.101,0.381,150.155,156423,6
0.745,0.593,-6.35,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,212027,7
0.696,0.817,-3.862,0.109,0.075,0.0,0.187,0.782,98.064,216409,2
0.672,0.655,-5.021,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,7
0.606,0.718,-4.094,0.0978,0.032,0.0,0.402,0.551,101.821,213307,4
0.691,0.632,-7.598,0.0513,0.122,0.0,0.0646,0.488,169.982,205666,0
0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,7
0.738,0.794,-4.118,0.0416,0.101,0.0,0.0533,0.566,104.014,184134,2
0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960,2
0.741,0.796,-6.029,0.0575,0.00379,0.00935,0.54,0.461,115.971,246055,4
0.667,0.648,-6.398,0.0626,0.0235,1.52e-05,0.0427,0.589,95.031,172893,2
0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,6
0.8,0.795,-5.835,0.0626,0.131,9.02e-05,0.221,0.528,106.031,227813,2
0.516,0.595,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,7
0.524,0.772,-6.696,0.152,0.00273,0.000169,0.224,0.237,169.855,199973,0
0.728,0.415,-6.852,0.0639,0.401,0.0,0.0616,0.455,114.145,176320,1
0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,2
0.619,0.402,-7.441,0.0291,0.668,0.0,0.135,0.398,95.067,215974,1
0.748,0.627,-6.029,0.0639,0.131,0.0,0.0852,0.524,120.963,188491,2
0.736,0.449,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,6
0.584,0.54,-7.786,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,7
0.81,0.457,-11.388,0.0395,0.25,0.07,0.109,0.358,111.981,298941,1
0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,2
0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,232947,7
0.747,0.716,-2.457,0.075,0.135,0.0,0.251,0.751,125.008,210627,2
0.843,0.427,-9.619,0.167,0.0455,0.00314,0.133,0.562,148.062,247467,6
0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,229360,4
0.75,0.489,-8.702,0.178,0.106,0.0,0.259,0.39,90.981,209907,7
0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885,197936,7
0.751,0.783,-3.724,0.0859,0.00379,0.0,0.036,0.816,119.975,202613,2
0.473,0.566,-5.001,0.345,0.0555,0.0,0.134,0.294,164.213,293507,6
0.66,0.867,-4.285,0.116,0.11,0.0,0.0368,0.377,93.033,180480,7
0.635,0.691,-4.862,0.258,0.555,0.0,0.097,0.638,82.142,217419,6
0.375,0.862,-3.363,0.255,0.071,0.0,0.211,0.478,159.841,338853,0
0.508,0.936,-5.888,0.0376,0.00589,0.0,0.0618,0.627,140.007,234507,0
0.673,0.758,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,229507,4
0.581,0.963,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,2
0.72,0.791,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071,175427,2
0.604,0.788,-3.673,0.103,0.0678,0.153,0.127,0.301,126.06,245040,7
0.62,0.869,-5.252,0.175,0.0181,0.0,0.369,0.76,151.684,229573,4
0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186,0
0.715,0.655,-6.425,0.137,0.0525,0.0,0.115,0.531,95.078,207333,7
0.781,0.853,-3.68,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,2
0.768,0.843,-4.615,0.0587,0.07,6.47e-06,0.27,0.773,130.027,247618,2
0.858,0.678,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453,2
0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,212862,7
0.813,0.627,-5.018,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,2
0.83,0.52,-8.714,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,189907,2
0.742,0.713,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,2
0.729,0.675,-6.003,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867,4
0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,0
0.664,0.705,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017,257840,7
0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,7
0.81,0.793,-9.404,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,369627,2
0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,0
0.759,0.812,-7.454,0.0719,0.000133,0.246,0.228,0.296,99.979,215516,7
0.395,0.922,-2.176,0.375,0.19,0.0,0.134,0.558,162.361,257690,6
0.752,0.754,-6.684,0.0615,0.0151,0.0,0.0486,0.755,149.789,206880,2
0.712,0.746,-4.022,0.0927,0.00324,5.6e-06,0.0655,0.394,127.994,251333,7
0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,7
0.637,0.985,-3.809,0.184,0.00988,0.00857,0.0649,0.374,145.111,307862,0
0.629,0.515,-10.358,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387,6
0.597,0.784,-3.055,0.0303,0.0268,0.0,0.171,0.58,122.998,232893,7
0.853,0.599,-4.756,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827,2
0.577,0.447,-5.892,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800,6
0.762,0.661,-6.075,0.0687,0.15,0.0,0.256,0.769,130.009,225373,2
0.709,0.721,-3.52,0.0281,0.0322,0.000309,0.355,0.801,112.019,189333,2
0.627,0.56,-5.378,0.0667,0.455,0.0,0.126,0.493,97.967,262853,7
0.564,0.684,-6.651,0.0396,0.0372,0.0,0.103,0.398,141.981,217480,0
0.533,0.536,-7.255,0.0322,0.0498,0.0,0.191,0.246,110.573,187293,7
0.334,0.567,-5.736,0.0414,0.368,2.78e-05,0.0953,0.12,110.545,255160,7
0.468,0.786,-2.757,0.0334,0.0363,0.0,0.31,0.461,84.992,219720,7
0.606,0.815,-9.377,0.0485,0.104,0.00566,0.0515,0.877,129.34,181640,2
0.486,0.302,-10.72,0.0332,0.772,0.0,0.073,0.45,79.258,249242,1
0.467,0.715,-5.076,0.0348,0.0231,0.0,0.144,0.367,156.074,196467,0
0.361,0.236,-7.781,0.0315,0.912,7.79e-05,0.0831,0.188,147.309,277973,1
0.519,0.684,-3.746,0.0325,0.445,0.0,0.0901,0.295,133.942,245853,7
0.572,0.663,-6.73,0.0515,0.0352,8.05e-05,0.112,0.622,153.914,254262,0
0.514,0.803,-6.415,0.0495,0.0382,0.0,0.0899,0.262,128.001,284947,7
0.535,0.732,-4.085,0.0333,0.0531,0.0,0.157,0.23,137.954,247423,7
0.627,0.694,-4.34,0.0316,0.0154,0.0,0.302,0.26,93.009,212600,7
0.675,0.814,-5.816,0.0347,0.125,0.0,0.163,0.607,103.989,176453,2
0.492,0.673,-5.642,0.0459,0.285,0.0,0.107,0.297,76.025,236667,7
0.656,0.696,-5.917,0.0261,0.0134,0.0,0.0753,0.966,108.015,186627,2
0.422,0.336,-7.199,0.0306,0.199,0.0,0.189,0.11,108.009,204800,1
0.448,0.412,-7.877,0.0281,0.568,5.68e-05,0.159,0.302,133.881,218133,1
0.331,0.427,-7.431,0.0302,0.498,0.0,0.108,0.141,157.938,255173,1
0.397,0.64,-5.9,0.0277,0.026,0.0,0.694,0.215,156.361,224200,4
0.421,0.476,-7.692,0.0298,0.268,0.0,0.0816,0.3,169.784,228840,0
0.619,0.737,-5.041,0.0408,0.012,0.0,0.183,0.533,100.05,220840,7
0.262,0.361,-10.187,0.0333,0.508,0.00268,0.108,0.056,126.786,535963,1
0.464,0.225,-9.155,0.0403,0.587,5.64e-06,0.116,0.214,84.677,205387,1
0.476,0.991,-2.855,0.15,0.00191,0.0,0.121,0.202,82.997,226349,7
0.536,0.687,-4.995,0.034,0.156,0.0,0.111,0.317,147.866,243013,0
0.441,0.647,-7.722,0.0315,0.000824,3.37e-05,0.194,0.245,123.973,264320,7
0.194,0.334,-6.257,0.0337,0.641,0.0,0.15,0.103,77.361,252360,1
0.405,0.37,-11.742,0.027,0.254,0.0,0.215,0.55,95.371,119368,1
0.476,0.915,-5.01,0.0943,0.104,0.0,0.541,0.722,154.899,219707,4
0.414,0.621,-8.361,0.0453,0.418,1.14e-06,0.112,0.369,83.9,250213,1
0.705,0.921,-4.066,0.0441,0.0424,0.0,0.353,0.958,113.994,201093,2
0.543,0.944,-2.647,0.0759,0.0166,0.0,0.146,0.744,93.957,202039,2
0.537,0.854,-4.256,0.0487,0.0112,0.0,0.102,0.428,104.013,236147,7
0.215,0.312,-7.488,0.0298,0.841,0.0,0.0877,0.229,167.185,247027,1
0.73,0.591,-5.303,0.0312,0.198,0.0,0.0983,0.689,115.997,208053,2
0.654,0.843,-3.273,0.215,0.317,0.0,0.244,0.949,166.13,167711,0
0.588,0.58,-7.833,0.0272,0.298,0.0,0.0811,0.492,138.013,228453,7
0.353,0.87,-5.386,0.127,0.0875,0.0,0.079,0.316,135.045,199111,0
0.804,0.709,-5.125,0.0497,0.2,6.82e-06,0.181,0.361,95.021,230933,7
0.529,0.769,-6.369,0.0469,0.00532,0.0,0.19,0.66,73.946,208520,2
0.53,0.66,-6.483,0.0277,0.000949,0.0,0.0745,0.339,77.015,239999,7
0.396,0.521,-7.093,0.0312,0.0101,0.0,0.884,0.126,135.742,341080,4
0.574,0.823,-4.928,0.0318,0.00533,0.0,0.453,0.498,128.062,239455,4
0.388,0.542,-6.122,0.0321,0.000619,0.0,0.175,0.139,135.866,347893,7
0.519,0.907,-3.918,0.0444,0.0643,0.0,0.264,0.608,147.957,217800,0
0.691,0.839,-4.179,0.046,0.00659,0.0,0.05,0.84,104.986,183413,2
0.569,0.484,-6.536,0.0304,0.807,9.35e-06,0.163,0.304,122.07,235680,1
0.546,0.476,-7.156,0.0297,0.00261,0.0,0.11,0.19,143.993,228040,7
0.511,0.831,-4.826,0.131,0.0198,0.0,0.661,0.562,141.971,237453,4
0.676,0.79,-3.674,0.0338,0.000937,9.26e-05,0.0938,0.0461,99.951,200481,7
0.592,0.794,-6.312,0.0843,0.0611,0.0,0.27,0.623,125.998,203937,2
0.376,0.52,-8.081,0.0399,0.199,0.0,0.318,0.111,143.844,297320,0
0.528,0.59,-6.682,0.0352,0.105,0.0,0.104,0.106,118.031,216400,7
0.363,0.71,-5.007,0.0351,0.0409,0.0,0.0992,0.137,149.955,235227,0
0.301,0.762,-3.392,0.0402,0.0919,0.0,0.0822,0.223,161.864,254373,0
0.459,0.561,-7.091,0.0271,0.0839,0.0,0.0998,0.306,144.783,256933,0
0.501,0.537,-6.351,0.0312,0.22,0.0,0.116,0.356,149.743,245386,0
0.495,0.71,-3.941,0.0288,0.471,0.0,0.0703,0.319,90.024,243800,7
0.492,0.656,-7.361,0.0365,0.0832,0.0,0.202,0.358,147.948,232379,0
0.313,0.665,-6.566,0.0337,0.148,0.0,0.114,0.189,80.827,420827,7
0.435,0.819,-5.538,0.0508,0.00386,2.32e-06,0.12,0.344,147.941,289333,0
0.672,0.893,-3.984,0.0337,0.0101,0.0,0.0934,0.543,102.98,237147,7
0.566,0.766,-6.87,0.0552,0.133,0.0,0.117,0.401,139.955,208627,0
0.203,0.65,-7.317,0.043,0.154,0.0,0.102,0.253,149.921,254840,0
0.482,0.726,-6.375,0.0486,0.197,0.0,0.464,0.558,83.007,331613,4
0.576,0.545,-7.213,0.0281,0.0871,0.000502,0.267,0.649,84.24,250089,2
0.455,0.994,-4.584,0.193,1.51e-05,0.0012,0.0908,0.0707,125.035,311217,7
0.303,0.986,-7.592,0.245,6.75e-05,0.216,0.199,0.114,120.09,264347,0
0.492,0.992,-2.042,0.209,0.000757,0.0,0.0907,0.133,140.023,201877,0
0.295,0.915,-6.968,0.0954,3.28e-06,0.91,0.0772,0.343,115.437,248147,5
0.183,0.265,-18.386,0.0431,0.113,0.914,0.13,0.0367,78.902,163006,3
0.495,0.955,-4.181,0.0798,0.00105,0.0551,0.308,0.367,130.002,263687,0
0.672,0.743,-5.0,0.0558,0.0377,0.000689,0.299,0.246,105.995,322075,7
0.142,0.074,-30.556,0.0448,0.948,0.903,0.0944,0.0438,141.91,176250,3
0.406,0.936,-4.564,0.11,0.000168,0.242,0.062,0.251,139.922,180872,0
0.173,0.927,-5.22,0.0869,8.12e-05,0.23,0.229,0.199,99.131,267600,7
0.404,0.989,-1.374,0.184,1.01e-05,0.556,0.536,0.16,94.291,224812,4
0.456,0.97,-4.655,0.175,0.000393,0.0432,0.0914,0.0394,124.976,217133,7
0.242,0.96,-4.112,0.307,0.0147,0.0562,0.0923,0.192,169.896,233796,0
0.472,0.942,-3.954,0.0951,4.42e-05,0.823,0.324,0.182,150.005,229640,5
0.318,0.923,-6.127,0.0661,2.9e-05,0.827,0.154,0.118,110.777,244181,5
0.307,0.928,-4.255,0.0887,3.81e-06,0.911,0.299,0.296,96.782,91360,5
0.42,0.986,-2.488,0.133,4.36e-05,0.453,0.0609,0.0769,105.157,315179,7
0.276,0.919,-3.773,0.111,4.19e-05,0.181,0.479,0.154,116.038,294034,4
0.401,0.988,-4.104,0.192,6.49e-05,0.116,0.342,0.197,155.356,264107,0
0.398,0.974,-2.823,0.16,7.53e-05,0.0076,0.389,0.239,129.983,200525,4
0.566,0.986,-5.016,0.0884,0.000696,0.0164,0.399,0.152,127.515,250647,4
0.434,0.887,-8.31,0.0897,0.000108,0.11,0.359,0.319,140.165,77720,0
0.336,0.983,-1.812,0.128,2.67e-05,0.00362,0.257,0.14,113.711,282401,7
0.479,0.984,-5.718,0.116,0.00545,0.283,0.588,0.139,130.02,228923,4
0.285,0.989,-4.407,0.147,0.000273,0.797,0.104,0.186,140.019,232999,5
0.435,0.996,-4.335,0.174,4.79e-05,0.934,0.257,0.0528,149.966,221776,5
0.479,0.98,-5.405,0.158,0.000373,9.05e-06,0.258,0.156,94.994,181263,7
0.491,0.928,-3.866,0.0938,0.000102,0.363,0.14,0.143,132.973,309734,7
0.589,0.63,-5.289,0.0985,0.0601,0.0,0.102,0.0486,76.494,226863,7
0.217,0.98,-3.332,0.133,0.00125,0.00139,0.287,0.065,139.024,255725,0
0.508,0.933,-3.386,0.295,0.064,0.0,0.38,0.835,84.082,141184,6
0.517,0.991,-2.406,0.112,1.35e-05,1.44e-05,0.0501,0.189,120.026,256920,7
0.258,0.905,-4.897,0.136,0.000482,0.000489,0.686,0.165,112.94,282101,4
0.484,0.98,-1.939,0.075,1.2e-05,0.188,0.779,0.165,119.997,328000,4
0.199,0.971,-2.819,0.182,6.69e-05,0.269,0.346,0.0486,129.611,300000,4
0.424,0.992,-2.976,0.19,0.00029,2.13e-05,0.322,0.0896,145.144,271560,0
0.45,0.986,-2.384,0.151,0.000111,0.251,0.0645,0.168,159.976,267000,0
0.218,0.985,-4.105,0.15,2.13e-05,0.00688,0.776,0.157,137.907,278577,4
0.18,0.25,-14.582,0.0381,0.965,0.939,0.0953,0.0409,134.839,100227,3
0.398,0.955,-3.39,0.0698,0.000123,0.458,0.299,0.136,100.03,252005,7
0.399,0.877,-5.418,0.0804,8.8e-06,0.358,0.677,0.278,112.351,267209,4
0.531,0.549,-9.949,0.324,0.734,0.0,0.715,0.308,145.567,369387,4
0.209,0.955,-4.527,0.143,1.94e-05,0.0118,0.0925,0.101,199.988,246689,0
0.493,0.963,-4.223,0.0917,1.34e-05,0.00794,0.695,0.173,110.006,258868,4
0.713,0.398,-8.852,0.0319,0.328,1.93e-06,0.057,0.483,104.974,134857,1
0.458,0.957,-6.16,0.107,5.32e-05,8.97e-05,0.364,0.149,120.006,184482,4
0.67,0.643,-4.553,0.0465,0.118,0.0,0.192,0.703,123.979,201159,2
0.482,0.968,-4.395,0.149,0.00192,0.000454,0.108,0.258,114.001,198947,7
0.379,0.979,-3.77,0.107,2.21e-05,0.877,0.453,0.157,140.029,256114,4
0.535,0.974,-3.566,0.172,2.05e-05,0.000149,0.263,0.436,116.956,203500,7
0.329,0.993,-3.416,0.0983,1.69e-05,0.641,0.343,0.376,116.462,135653,4
0.309,0.995,-3.101,0.224,6.85e-05,0.000735,0.632,0.096,96.467,198770,4
0.719,0.257,-8.904,0.0316,0.918,0.942,0.103,0.327,109.001,101291,1
0.636,0.802,-2.168,0.167,0.00631,4.14e-05,0.059,0.335,139.815,180400,0
0.716,0.972,-2.302,0.196,0.0145,3.22e-05,0.317,0.576,110.026,215253,4
0.596,0.921,-2.5,0.074,0.0049,0.00019,0.536,0.232,139.969,301987,4
0.616,0.946,-2.876,0.0687,0.00075,0.0777,0.355,0.322,127.992,292907,4
0.633,0.926,-4.749,0.0971,0.0106,0.54,0.133,0.511,140.037,245053,5
0.605,0.92,-2.298,0.0713,0.0012,0.000596,0.483,0.219,174.974,200787,4
0.176,0.479,-7.471,0.0282,0.654,0.591,0.13,0.0673,100.831,414747,3
0.736,0.908,-3.37,0.0749,0.00662,0.000355,0.0869,0.556,125.008,132480,2
0.68,0.593,-6.496,0.176,0.328,0.0,0.105,0.399,94.007,231679,7
0.721,0.907,-3.672,0.0312,0.0186,0.00024,0.0713,0.524,119.972,211998,2
0.558,0.526,-4.686,0.033,0.431,0.0,0.126,0.202,124.709,192441,1
0.893,0.461,-5.708,0.422,0.713,0.0406,0.117,0.864,135.136,240000,6
0.736,0.71,-8.497,0.091,0.383,0.0351,0.395,0.0728,82.482,141093,7
0.7,0.696,-5.356,0.0525,0.262,0.0,0.107,0.293,124.825,194867,7
0.555,0.525,-3.92,0.0255,0.712,0.0,0.0975,0.528,91.981,229261,1
0.498,0.436,-4.592,0.0304,0.285,0.0,0.06,0.268,79.871,221293,7
0.635,0.575,-8.8,0.0581,0.0262,0.00337,0.361,0.482,159.913,183781,0
0.512,0.106,-22.903,0.0324,0.912,0.912,0.128,0.145,159.993,162000,3
0.569,0.367,-5.178,0.0878,0.862,0.000155,0.337,0.823,169.768,278408,1
0.656,0.69,-5.976,0.169,0.315,0.0,0.18,0.635,154.24,140413,0
0.413,0.969,-2.599,0.119,2.87e-05,0.000753,0.371,0.374,164.999,200147,0
0.632,0.531,-5.669,0.0333,0.249,0.0,0.346,0.511,95.061,224099,7
0.672,0.704,-6.628,0.165,0.111,0.0,0.115,0.188,100.986,232765,7
0.766,0.445,-8.527,0.0329,0.765,0.000719,0.0897,0.361,119.94,203263,1
0.687,0.743,-4.716,0.0459,0.347,0.0,0.0799,0.545,92.002,195507,2
0.542,0.795,-3.63,0.0368,0.00506,0.019,0.0851,0.431,92.234,227160,7
0.644,0.425,-16.377,0.0405,0.773,0.835,0.0985,0.959,159.912,114003,1
0.658,0.536,-7.073,0.0303,0.224,0.00432,0.352,0.191,119.955,230000,7
0.548,0.451,-10.302,0.149,0.532,3.19e-05,0.0425,0.653,85.294,200231,1
0.642,0.693,-7.137,0.107,0.165,0.0,0.152,0.395,151.229,157520,0
0.421,0.426,-6.985,0.0276,0.885,3.42e-05,0.116,0.293,149.862,249597,1
0.629,0.685,-6.736,0.0402,0.0201,0.00116,0.0991,0.898,142.944,222546,2
0.35,0.348,-6.156,0.0317,0.805,4.48e-06,0.102,0.274,146.603,254925,1
0.892,0.443,-6.178,0.0379,0.439,0.0,0.0866,0.714,107.983,157001,2
0.764,0.177,-13.596,0.0983,0.881,3.34e-05,0.121,0.593,115.695,99610,1
0.776,0.467,-10.094,0.272,0.682,0.0,0.205,0.563,97.486,159243,6
0.697,0.423,-9.544,0.0285,0.425,2.59e-06,0.0892,0.279,95.005,215005,1
0.741,0.36,-8.003,0.102,0.781,7.19e-05,0.11,0.31,159.953,248970,1
0.527,0.461,-5.908,0.0269,0.118,0.0,0.0831,0.227,128.153,214405,7
0.894,0.161,-14.311,0.088,0.705,0.0033,0.312,0.824,104.968,222307,1
0.803,0.901,-4.192,0.0625,0.323,0.0,0.142,0.837,104.002,179080,2
0.797,0.418,-8.136,0.351,0.0798,0.0,0.263,0.15,145.925,200973,6
0.768,0.743,-6.09,0.0455,0.138,0.00128,0.142,0.696,89.983,224009,2
0.579,0.776,-5.365,0.173,0.0749,0.0,0.239,0.434,136.044,229880,0
0.789,0.193,-14.448,0.0558,0.732,0.681,0.129,0.158,124.008,123870,1
0.839,0.84,-8.721,0.0474,0.389,0.0319,0.114,0.904,117.98,262000,2
0.705,0.524,-9.776,0.032,0.112,0.26,0.109,0.219,119.987,230016,7
0.686,0.332,-16.984,0.0268,0.0558,0.00142,0.368,0.64,109.067,202307,1
0.792,0.15,-15.644,0.0486,0.804,1.31e-05,0.0704,0.337,83.625,293458,1
0.709,0.29,-11.092,0.0322,0.805,0.0,0.17,0.614,90.046,206013,1
0.601,0.819,-3.835,0.101,0.197,0.0,0.161,0.21,170.117,185000,0
0.577,0.312,-8.989,0.0546,0.173,5.72e-05,0.104,0.498,181.918,247497,0
0.681,0.715,-10.609,0.0912,0.812,9.43e-06,0.0777,0.957,152.132,165733,2
0.506,0.469,-9.596,0.0289,0.678,0.127,0.109,0.473,76.443,178422,1
0.717,0.512,-9.007,0.03,0.688,0.000606,0.0459,0.358,78.041,227918,1
0.524,0.39,-8.938,0.0304,0.826,0.0,0.363,0.305,145.763,193399,1
0.41,0.648,-4.469,0.0362,0.503,0.0,0.219,0.337,60.391,256333,7
0.414,0.191,-11.421,0.0531,0.95,0.0,0.109,0.19,88.687,248176,1
0.609,0.491,-9.132,0.0261,0.478,0.0407,0.117,0.704,152.981,162084,1
0.69,0.521,-8.492,0.339,0.324,0.0,0.0534,0.494,100.028,292799,6
0.495,0.722,-8.108,0.357,0.0697,0.0,0.113,0.539,175.627,239267,6
0.898,0.283,-12.335,0.356,0.319,0.000383,0.11,0.469,138.97,216520,6
0.657,0.421,-11.378,0.412,0.352,0.000218,0.187,0.181,174.063,264747,6
0.889,0.4,-10.586,0.26,0.322,1.32e-05,0.331,0.336,128.073,301064,6
0.592,0.701,-4.014,0.0858,0.0451,0.0,0.327,0.282,129.501,280615,7
0.589,0.658,-5.288,0.203,0.0242,0.0,0.118,0.251,77.521,223973,7
0.7,0.693,-6.553,0.14,0.00375,0.0,0.314,0.525,133.981,210472,7
0.37,0.87,-2.09,0.271,0.0415,0.0,0.604,0.331,79.092,250240,4
0.523,0.783,-3.755,0.185,0.214,0.0,0.612,0.313,117.264,291280,4
0.434,0.785,-4.169,0.128,0.00895,0.0,0.132,0.38,106.926,332600,7
0.481,0.716,-5.996,0.622,0.0123,0.0,0.141,0.404,78.829,341680,6
0.729,0.838,-4.476,0.313,0.00612,0.0,0.0721,0.349,136.869,275720,6
0.662,0.808,-3.06,0.122,0.00589,0.0,0.613,0.472,76.493,267720,4
0.541,0.609,-3.715,0.127,0.00184,0.0,0.179,0.29,158.314,225427,0
0.629,0.7,-6.212,0.264,0.0084,0.0,0.118,0.153,85.814,242373,6
0.501,0.775,-6.248,0.436,0.0273,0.0,0.211,0.607,85.929,269720,6
0.54,0.82,-3.824,0.138,0.00755,0.0,0.642,0.521,78.063,224707,4
0.801,0.642,-5.926,0.0903,0.0171,0.000946,0.112,0.717,126.013,160000,2
0.8,0.462,-8.324,0.101,0.165,0.00663,0.113,0.288,90.006,218900,7
0.696,0.795,-4.892,0.188,0.306,7.72e-06,0.243,0.165,126.186,192000,7
0.63,0.633,-7.088,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,7
0.473,0.871,-6.362,0.0459,0.0188,0.198,0.0916,0.279,170.042,251294,0
0.726,0.929,-7.146,0.0773,0.0227,0.379,0.924,0.703,123.037,335609,4
0.984,0.941,-4.56,0.0805,0.00121,0.0539,0.026,0.35,122.003,188852,7
0.771,0.569,-6.297,0.139,0.118,0.0,0.0992,0.661,170.136,198521,0
0.725,0.74,-5.08,0.0323,0.00156,0.000464,0.338,0.827,92.978,115547,2
0.739,0.623,-9.405,0.147,0.755,1.1e-06,0.189,0.612,96.003,213627,1
0.529,0.338,-8.608,0.035,0.515,9.26e-06,0.124,0.111,120.436,273880,1
0.776,0.883,-5.845,0.0712,0.00426,0.351,0.0571,0.676,125.008,248007,2
0.67,0.791,-8.211,0.0464,0.0362,0.883,0.101,0.0349,128.003,585000,5
0.549,0.816,-5.044,0.233,0.643,1.38e-06,0.137,0.513,109.774,185726,6
0.714,0.964,-4.714,0.0651,0.0015,0.466,0.174,0.29,128.059,183752,7
0.467,0.849,-3.85,0.0631,0.0771,2.9e-06,0.104,0.359,183.759,224212,0
0.503,0.989,-0.787,0.0648,0.000679,0.542,0.548,0.606,174.016,249655,4
0.712,0.624,-6.911,0.067,0.0342,4.91e-05,0.0919,0.335,77.471,129142,7
0.555,0.938,-4.018,0.0554,0.0267,0.251,0.0853,0.454,141.985,256901,0
0.396,0.821,-3.826,0.104,0.00576,0.000424,0.116,0.119,171.927,265543,0
0.598,0.832,-5.48,0.147,0.044,2.96e-05,0.0864,0.482,162.03,192041,0
0.675,0.929,-2.578,0.0478,0.291,0.00724,0.397,0.465,140.006,166286,4
0.559,0.854,-3.923,0.036,0.0256,2.61e-06,0.294,0.457,156.008,210968,0
0.501,0.583,-10.155,0.517,0.0977,3.25e-06,0.102,0.13,71.166,192000,6
0.524,0.768,-2.881,0.0639,0.325,0.0,0.305,0.476,77.357,195252,7
0.576,0.684,-5.443,0.0416,0.691,0.0,0.182,0.94,115.533,162313,2
0.587,0.772,-4.439,0.0375,0.0214,0.698,0.447,0.197,127.979,198426,4
0.688,0.832,-5.15,0.075,0.292,0.0,0.0749,0.656,123.936,182720,2
0.801,0.707,-8.322,0.0369,0.0394,0.000164,0.255,0.666,112.966,166761,2
0.871,0.893,-3.774,0.0403,0.474,0.852,0.0891,0.657,126.016,184762,5
0.531,0.668,-4.486,0.042,0.102,0.0,0.218,0.161,118.806,302640,7
0.641,0.373,-14.13,0.44,0.761,0.0,0.0993,0.282,100.268,120189,6
0.633,0.964,-3.573,0.0298,0.158,0.0159,0.204,0.188,124.022,155963,7
0.589,0.879,-5.18,0.19,0.058,5.05e-05,0.204,0.528,149.978,192000,0
0.738,0.818,-3.652,0.0691,0.282,0.000543,0.101,0.535,140.001,202286,2
0.303,0.879,-4.748,0.0758,0.0238,3.84e-05,0.431,0.554,80.329,199405,4
0.617,0.524,-8.885,0.103,0.128,0.00438,0.362,0.24,142.046,185089,7
0.351,0.587,-6.413,0.0413,0.00516,1.87e-05,0.121,0.221,159.881,235000,0
0.823,0.815,-3.947,0.134,0.00129,0.0494,0.599,0.474,125.989,207293,4
0.712,0.691,-8.157,0.128,0.122,0.0,0.0538,0.742,97.022,246933,2
0.71,0.884,-1.258,0.347,0.0705,0.0,0.0765,0.583,149.995,166290,6
0.561,0.832,-7.661,0.0717,0.232,0.0,0.107,0.666,93.991,176874,2
0.584,0.54,-7.786,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,7
0.548,0.811,-3.985,0.0474,0.00171,3.32e-05,0.323,0.401,155.08,226172,0
0.517,0.335,-13.104,0.0324,0.561,0.0,0.0876,0.163,138.096,244360,1
0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,7
0.68,0.941,-8.093,0.0532,0.000817,0.621,0.0852,0.341,124.035,192200,5
